vaga_id,tecnologia
1314,JavaScript
1314,CSS
1315,Redes
1315,ITIL
1315,Active Directory
1315,Windows Server
1316,Java
1316,AWS
1316,Node.js
1316,Python
1317,CSS
1317,JavaScript
1318,PostgreSQL
1318,Python
1319,Node.js
1319,Python
1320,Python
1320,SQL
1320,Excel Avançado
1321,Redes
1321,ITIL
1321,Windows Server
1321,Active Directory
1322,Windows Server
1322,Redes
1323,React
1323,JavaScript
1324,CSS
1324,JavaScript
1325,Windows Server
1325,Active Directory
1325,Redes
1326,Excel Avançado
1326,SQL
1327,AWS
1327,PostgreSQL
1327,Docker
1327,Python
1328,ITIL
1328,Windows Server
1328,Redes
1329,SQL
1329,Excel Avançado
1329,Power BI
1330,Redes
1330,Windows Server
1330,Active Directory
1330,ITIL
1331,ITIL
1331,Windows Server
1331,Redes
1331,Active Directory
1332,Python
1332,PostgreSQL
1332,Node.js
1333,Python
1333,SQL
1333,Power BI
1334,Redes
1334,ITIL
1334,Active Directory
1335,SQL
1335,Python
1336,Active Directory
1336,Windows Server
1336,ITIL
1337,Excel Avançado
1337,SQL
1338,SQL
1338,Python
1339,Power BI
1339,Excel Avançado
1340,Java
1340,Python
1340,PostgreSQL
1341,React
1341,JavaScript
1342,Excel Avançado
1342,Power BI
1342,Python
1343,React
1343,CSS
1343,TypeScript
1344,Python
1344,PostgreSQL
1344,Node.js
1344,AWS
1345,CSS
1345,JavaScript
1345,TypeScript
1345,React
1346,Redes
1346,Active Directory
1346,Windows Server
1347,Java
1347,Python
1348,Redes
1348,Windows Server
1348,Active Directory
1348,ITIL
1349,Power BI
1349,Excel Avançado
1349,Python
1349,SQL
1350,CSS
1350,React
1351,Excel Avançado
1351,Power BI
1352,SQL
1352,Power BI
1353,PostgreSQL
1353,Python
1353,Node.js
1353,Docker
1354,Redes
1354,Windows Server
1355,Node.js
1355,Python
1356,Python
1356,Excel Avançado
1357,Windows Server
1357,Redes
1358,CSS
1358,React
1358,JavaScript
1358,TypeScript
1359,SQL
1359,Python
1359,Power BI
1359,Excel Avançado
1360,CSS
1360,React
1360,JavaScript
1360,TypeScript
1361,Node.js
1361,PostgreSQL
1362,AWS
1362,Python
1362,PostgreSQL
1363,Node.js
1363,PostgreSQL
1363,AWS
1364,Node.js
1364,Docker
1365,Excel Avançado
1365,Power BI
1365,Python
1366,Windows Server
1366,Active Directory
1366,ITIL
1367,CSS
1367,React
1367,JavaScript
1367,TypeScript
1368,React
1368,TypeScript
1368,CSS
1369,React
1369,JavaScript
1369,TypeScript
1370,JavaScript
1370,TypeScript
1370,CSS
1371,Active Directory
1371,Windows Server
1371,Redes
1371,ITIL
1372,Java
1372,AWS
1372,PostgreSQL
1372,Python
1373,Java
1373,Docker
1374,JavaScript
1374,React
1375,React
1375,TypeScript
1376,AWS
1376,Java
1376,PostgreSQL
1377,Excel Avançado
1377,Power BI
1377,Python
1378,Docker
1378,Node.js
1378,PostgreSQL
1378,Python
1379,Redes
1379,Active Directory
1379,ITIL
1380,React
1380,JavaScript
1380,TypeScript
1380,CSS
1381,Docker
1381,Java
1381,AWS
1382,Java
1382,Node.js
1382,PostgreSQL
1382,Docker
1383,TypeScript
1383,JavaScript
1383,React
1384,CSS
1384,JavaScript
1384,React
1385,Windows Server
1385,Active Directory
1386,TypeScript
1386,CSS
1386,JavaScript
1387,Node.js
1387,PostgreSQL
1388,Excel Avançado
1388,SQL
1388,Python
1388,Power BI
1389,JavaScript
1389,React
1389,CSS
1390,ITIL
1390,Redes
1391,ITIL
1391,Redes
1391,Active Directory
1392,Excel Avançado
1392,Power BI
1392,SQL
1393,Power BI
1393,Python
1393,SQL
1393,Excel Avançado
1394,Python
1394,Docker
1394,Node.js
1394,AWS
1395,CSS
1395,React
1395,TypeScript
1395,JavaScript
1396,SQL
1396,Power BI
1396,Python
1396,Excel Avançado
1397,React
1397,TypeScript
1397,CSS
1397,JavaScript
1398,SQL
1398,Python
1398,Power BI
1399,React
1399,TypeScript
1399,CSS
1400,Windows Server
1400,Active Directory
1400,ITIL
1400,Redes
1401,Docker
1401,Node.js
1402,Java
1402,PostgreSQL
1402,Node.js
1403,Active Directory
1403,Windows Server
1403,Redes
1404,React
1404,JavaScript
1404,CSS
1405,Python
1405,SQL
1406,JavaScript
1406,TypeScript
1407,PostgreSQL
1407,Python
1407,Node.js
1408,SQL
1408,Power BI
1409,SQL
1409,Excel Avançado
1409,Power BI
1410,JavaScript
1410,TypeScript
1411,CSS
1411,JavaScript
1412,SQL
1412,Excel Avançado
1412,Power BI
1413,Python
1413,AWS
1413,Node.js
1414,CSS
1414,TypeScript
1414,JavaScript
1414,React
1415,PostgreSQL
1415,AWS
1415,Docker
1416,React
1416,CSS
1416,TypeScript
1417,Windows Server
1417,Active Directory
1417,ITIL
1417,Redes
1418,SQL
1418,Excel Avançado
1418,Power BI
1419,Power BI
1419,SQL
1419,Python
1419,Excel Avançado
1420,Active Directory
1420,Redes
1420,ITIL
1421,CSS
1421,React
1422,CSS
1422,TypeScript
1423,Power BI
1423,SQL
1423,Python
1424,Docker
1424,Node.js
1424,Python
1425,Python
1425,AWS
1425,Node.js
1426,Windows Server
1426,Redes
1426,Active Directory
1426,ITIL
1427,React
1427,TypeScript
1427,JavaScript
1427,CSS
1428,Java
1428,Docker
1428,AWS
1428,Node.js
1429,Node.js
1429,PostgreSQL
1429,Docker
1430,AWS
1430,Docker
1430,Node.js
1431,Windows Server
1431,Redes
1432,Redes
1432,Windows Server
1432,Active Directory
1432,ITIL
1433,Windows Server
1433,Active Directory
1434,Docker
1434,Python
1434,PostgreSQL
1435,SQL
1435,Power BI
1436,PostgreSQL
1436,Docker
1436,Java
1437,Python
1437,Docker
1438,CSS
1438,React
1438,JavaScript
1438,TypeScript
1439,Node.js
1439,PostgreSQL
1439,AWS
1439,Java
1440,CSS
1440,TypeScript
1440,React
1440,JavaScript
1441,Excel Avançado
1441,SQL
1441,Power BI
1441,Python
1442,Excel Avançado
1442,Python
1442,SQL
1442,Power BI
1443,AWS
1443,PostgreSQL
1443,Python
1444,Python
1444,PostgreSQL
1444,Node.js
1445,Node.js
1445,PostgreSQL
1446,Power BI
1446,Excel Avançado
1446,Python
1446,SQL
1447,React
1447,CSS
1447,TypeScript
1447,JavaScript
1448,Python
1448,Excel Avançado
1448,Power BI
1449,Active Directory
1449,Redes
1449,ITIL
1450,Windows Server
1450,Redes
1450,Active Directory
1450,ITIL
1451,ITIL
1451,Redes
1452,Active Directory
1452,Windows Server
1452,Redes
1453,AWS
1453,Java
1454,Python
1454,Docker
1455,CSS
1455,TypeScript
1455,React
1455,JavaScript
1456,TypeScript
1456,CSS
1457,Windows Server
1457,Active Directory
1458,Java
1458,Node.js
1458,AWS
1458,PostgreSQL
1459,Python
1459,SQL
1460,Active Directory
1460,ITIL
1461,Excel Avançado
1461,Python
1461,SQL
1461,Power BI
1462,CSS
1462,JavaScript
1462,React
1462,TypeScript
1463,Active Directory
1463,ITIL
1464,Windows Server
1464,Active Directory
1465,Redes
1465,Windows Server
1465,ITIL
1465,Active Directory
1466,Excel Avançado
1466,SQL
1466,Power BI
1467,Python
1467,Docker
1467,Node.js
1468,JavaScript
1468,TypeScript
1469,SQL
1469,Excel Avançado
1469,Power BI
1470,Java
1470,Docker
1470,Node.js
1470,PostgreSQL
1471,JavaScript
1471,TypeScript
1471,CSS
1472,Active Directory
1472,Windows Server
1472,Redes
1473,Node.js
1473,PostgreSQL
1473,Docker
1473,Java
1474,Java
1474,PostgreSQL
1474,Python
1475,SQL
1475,Power BI
1475,Excel Avançado
1475,Python
1476,Windows Server
1476,Redes
1476,ITIL
1476,Active Directory
1477,CSS
1477,JavaScript
1478,JavaScript
1478,TypeScript
1478,CSS
1479,Power BI
1479,Excel Avançado
1479,SQL
1479,Python
1480,PostgreSQL
1480,Docker
1480,Java
1480,Node.js
1481,ITIL
1481,Active Directory
1482,Java
1482,Python
1482,Node.js
1483,Windows Server
1483,Redes
1483,ITIL
1484,ITIL
1484,Active Directory
1484,Windows Server
1485,Redes
1485,Windows Server
1486,React
1486,JavaScript
1486,TypeScript
1486,CSS
1487,Node.js
1487,PostgreSQL
1487,AWS
1487,Docker
1488,JavaScript
1488,TypeScript
1489,React
1489,JavaScript
1490,Node.js
1490,PostgreSQL
1490,Java
1490,Docker
1491,ITIL
1491,Active Directory
1491,Redes
1491,Windows Server
1492,Python
1492,PostgreSQL
1492,Docker
1492,AWS
1493,CSS
1493,JavaScript
1493,React
1493,TypeScript
1494,SQL
1494,Excel Avançado
1494,Power BI
1495,Active Directory
1495,Redes
1495,ITIL
1496,JavaScript
1496,CSS
1496,TypeScript
1496,React
1497,CSS
1497,React
1497,JavaScript
1497,TypeScript
1498,Redes
1498,ITIL
1499,ITIL
1499,Active Directory
1499,Windows Server
1500,React
1500,CSS
1500,JavaScript
1500,TypeScript
1501,CSS
1501,React
1501,TypeScript
1502,Docker
1502,Java
1503,Power BI
1503,Excel Avançado
1503,Python
1504,PostgreSQL
1504,Python
1504,Java
1504,Docker
1505,JavaScript
1505,TypeScript
1505,CSS
1506,Excel Avançado
1506,Power BI
1507,Redes
1507,Windows Server
1508,Python
1508,AWS
1509,Java
1509,AWS
1509,Docker
1510,Redes
1510,Windows Server
1510,Active Directory
1511,Python
1511,Docker
1511,PostgreSQL
1512,Active Directory
1512,ITIL
1513,Redes
1513,Windows Server
1513,Active Directory
1514,Excel Avançado
1514,SQL
1515,Active Directory
1515,Redes
1515,ITIL
1516,ITIL
1516,Windows Server
1517,CSS
1517,JavaScript
1517,React
1517,TypeScript
1518,JavaScript
1518,TypeScript
1519,AWS
1519,PostgreSQL
1519,Python
1519,Java
1520,Power BI
1520,Python
1521,Node.js
1521,AWS
1521,PostgreSQL
1522,Power BI
1522,Python
1522,SQL
1523,JavaScript
1523,CSS
1523,TypeScript
1523,React
1524,Python
1524,AWS
1525,AWS
1525,PostgreSQL
1525,Node.js
1525,Docker
1526,Windows Server
1526,Active Directory
1527,Python
1527,PostgreSQL
1527,Node.js
1527,Docker
1528,Power BI
1528,Excel Avançado
1528,SQL
1529,Docker
1529,Java
1529,Python
1529,Node.js
1530,Docker
1530,Node.js
1530,PostgreSQL
1530,AWS
1531,AWS
1531,Node.js
1532,Redes
1532,Active Directory
1533,Power BI
1533,Excel Avançado
1533,SQL
1534,Redes
1534,Windows Server
1534,ITIL
1535,PostgreSQL
1535,AWS
1535,Docker
1536,Redes
1536,Active Directory
1536,ITIL
1537,Windows Server
1537,Redes
1537,ITIL
1538,Python
1538,SQL
1539,TypeScript
1539,CSS
1540,CSS
1540,TypeScript
1541,React
1541,JavaScript
1541,CSS
1542,Node.js
1542,Docker
1542,PostgreSQL
1542,AWS
1543,ITIL
1543,Redes
1544,AWS
1544,Java
1544,Node.js
1545,React
1545,JavaScript
1545,CSS
1546,Excel Avançado
1546,Power BI
1547,ITIL
1547,Active Directory
1547,Windows Server
1547,Redes
1548,TypeScript
1548,CSS
1549,Power BI
1549,Excel Avançado
1549,Python
1550,Python
1550,Power BI
1550,SQL
1550,Excel Avançado
1551,CSS
1551,React
1552,AWS
1552,PostgreSQL
1553,Python
1553,Power BI
1553,Excel Avançado
1553,SQL
1554,React
1554,CSS
1555,CSS
1555,TypeScript
1555,JavaScript
1556,ITIL
1556,Windows Server
1557,Excel Avançado
1557,SQL
1558,Node.js
1558,AWS
1558,Python
1559,Excel Avançado
1559,Power BI
1559,SQL
1559,Python
1560,Python
1560,Docker
1561,Java
1561,AWS
1562,PostgreSQL
1562,Python
1562,AWS
1563,Power BI
1563,Excel Avançado
1564,JavaScript
1564,TypeScript
1565,Docker
1565,Node.js
1566,PostgreSQL
1566,Docker
1567,Python
1567,Java
1567,Docker
1568,Node.js
1568,AWS
1568,PostgreSQL
1568,Python
1569,Node.js
1569,Python
1570,CSS
1570,React
1570,JavaScript
1571,Active Directory
1571,ITIL
1572,Python
1572,Node.js
1572,PostgreSQL
1573,PostgreSQL
1573,Node.js
1574,Windows Server
1574,Redes
1574,ITIL
1575,Active Directory
1575,Windows Server
1575,Redes
1575,ITIL
1576,Power BI
1576,SQL
1576,Python
1577,CSS
1577,React
1578,Power BI
1578,Excel Avançado
1578,Python
1579,PostgreSQL
1579,Python
1579,Docker
1579,Node.js
1580,Python
1580,Node.js
1580,Docker
1580,AWS
1581,Python
1581,Excel Avançado
1581,Power BI
1582,PostgreSQL
1582,Docker
1582,AWS
1582,Java
1583,Redes
1583,Windows Server
1583,Active Directory
1583,ITIL
1584,React
1584,TypeScript
1584,JavaScript
1584,CSS
1585,Active Directory
1585,ITIL
1585,Redes
1585,Windows Server
1586,Excel Avançado
1586,SQL
1586,Python
1587,Python
1587,Power BI
1587,Excel Avançado
1588,Python
1588,Power BI
1589,AWS
1589,Node.js
1590,Python
1590,AWS
1591,PostgreSQL
1591,Python
1591,AWS
1592,React
1592,CSS
1592,TypeScript
1593,Excel Avançado
1593,Python
1594,Redes
1594,ITIL
1595,Active Directory
1595,Windows Server
1595,Redes
1596,Excel Avançado
1596,Python
1597,PostgreSQL
1597,Java
1597,AWS
1597,Python
1598,Active Directory
1598,ITIL
1598,Redes
1599,Power BI
1599,Excel Avançado
1600,ITIL
1600,Redes
1601,Java
1601,Python
1601,PostgreSQL
1602,Java
1602,Node.js
1603,Active Directory
1603,Redes
1604,CSS
1604,JavaScript
1604,React
1605,SQL
1605,Excel Avançado
1605,Power BI
1606,Active Directory
1606,Redes
1607,ITIL
1607,Windows Server
1607,Active Directory
1608,Java
1608,Node.js
1609,ITIL
1609,Redes
1610,Windows Server
1610,ITIL
1611,SQL
1611,Excel Avançado
1611,Power BI
1611,Python
1612,PostgreSQL
1612,Node.js
1612,Java
1612,AWS
1613,TypeScript
1613,React
1614,CSS
1614,TypeScript
1614,JavaScript
1614,React
1615,Docker
1615,Python
1616,PostgreSQL
1616,Node.js
1616,Docker
1617,React
1617,CSS
1617,TypeScript
1618,Power BI
1618,Python
1618,Excel Avançado
1619,Power BI
1619,SQL
1619,Python
1620,Python
1620,Power BI
1620,Excel Avançado
1620,SQL
1621,Windows Server
1621,Active Directory
1621,Redes
1621,ITIL
1622,Windows Server
1622,Redes
1622,ITIL
1623,Node.js
1623,Python
1624,PostgreSQL
1624,AWS
1624,Node.js
1625,Active Directory
1625,Windows Server
1625,ITIL
1625,Redes
1626,Active Directory
1626,Windows Server
1627,Windows Server
1627,Active Directory
1627,ITIL
1628,React
1628,TypeScript
1629,Docker
1629,Node.js
1629,Java
1629,Python
1630,ITIL
1630,Windows Server
1631,Python
1631,Excel Avançado
1632,Excel Avançado
1632,SQL
1632,Power BI
1633,Excel Avançado
1633,SQL
1633,Python
1634,CSS
1634,TypeScript
1635,Excel Avançado
1635,SQL
1635,Python
1635,Power BI
1636,Redes
1636,Active Directory
1636,ITIL
1637,Excel Avançado
1637,SQL
1637,Python
1638,TypeScript
1638,React
1638,CSS
1639,SQL
1639,Python
1640,Docker
1640,Python
1640,Node.js
1640,AWS
1641,React
1641,CSS
1642,AWS
1642,Java
1642,Node.js
1642,PostgreSQL
1643,Active Directory
1643,Redes
1643,ITIL
1643,Windows Server
1644,Windows Server
1644,Active Directory
1644,ITIL
1644,Redes
1645,Active Directory
1645,Windows Server
1645,Redes
1645,ITIL
1646,ITIL
1646,Windows Server
1646,Active Directory
1646,Redes
1647,Redes
1647,Active Directory
1648,CSS
1648,TypeScript
1648,React
1648,JavaScript
1649,Java
1649,Docker
1649,PostgreSQL
1650,PostgreSQL
1650,AWS
1650,Docker
1650,Java
1651,React
1651,CSS
1651,JavaScript
1651,TypeScript
1652,PostgreSQL
1652,AWS
1652,Node.js
1653,Active Directory
1653,Windows Server
1653,ITIL
1653,Redes
1654,Node.js
1654,Docker
1654,PostgreSQL
1655,React
1655,JavaScript
1655,TypeScript
1656,Node.js
1656,Python
1656,PostgreSQL
1656,Java
1657,JavaScript
1657,React
1657,TypeScript
1657,CSS
1658,Python
1658,Excel Avançado
1659,Python
1659,Docker
1660,Redes
1660,ITIL
1661,SQL
1661,Excel Avançado
1662,AWS
1662,PostgreSQL
1663,Excel Avançado
1663,Python
1663,Power BI
1664,Power BI
1664,Excel Avançado
1664,SQL
1664,Python
1665,PostgreSQL
1665,Python
1665,Node.js
1665,Java
1666,Redes
1666,Active Directory
1667,TypeScript
1667,React
1667,JavaScript
1667,CSS
1668,PostgreSQL
1668,AWS
1669,ITIL
1669,Active Directory
1670,Java
1670,Node.js
1670,AWS
1671,JavaScript
1671,CSS
1672,Windows Server
1672,Active Directory
1672,ITIL
1672,Redes
1673,Power BI
1673,Excel Avançado
1673,SQL
1673,Python
1674,Active Directory
1674,Redes
1674,ITIL
1674,Windows Server
1675,ITIL
1675,Active Directory
1676,Excel Avançado
1676,Power BI
1677,PostgreSQL
1677,Node.js
1677,Docker
1678,ITIL
1678,Active Directory
1678,Redes
1679,Active Directory
1679,Windows Server
1680,CSS
1680,React
1681,Python
1681,Excel Avançado
1681,SQL
1682,Redes
1682,Active Directory
1682,Windows Server
1683,CSS
1683,TypeScript
1683,React
1684,ITIL
1684,Windows Server
1685,Docker
1685,PostgreSQL
1685,Node.js
1685,Python
1686,Power BI
1686,Python
1686,SQL
1686,Excel Avançado
1687,TypeScript
1687,CSS
1687,React
1687,JavaScript
1688,Excel Avançado
1688,SQL
1688,Python
1689,CSS
1689,TypeScript
1689,JavaScript
1690,Windows Server
1690,ITIL
1691,Java
1691,PostgreSQL
1691,Python
1692,Redes
1692,Active Directory
1692,Windows Server
1692,ITIL
1693,Redes
1693,ITIL
1694,React
1694,CSS
1694,JavaScript
1695,PostgreSQL
1695,Java
1695,AWS
1696,AWS
1696,Docker
1696,Python
1696,PostgreSQL
1697,Java
1697,Python
1697,PostgreSQL
1698,TypeScript
1698,JavaScript
1698,React
1699,Active Directory
1699,ITIL
1699,Redes
1699,Windows Server
1700,Node.js
1700,Python
1700,AWS
1700,Java
1701,React
1701,TypeScript
1702,PostgreSQL
1702,Docker
1702,AWS
1702,Java
1703,Node.js
1703,Python
1703,AWS
1703,PostgreSQL
1704,JavaScript
1704,TypeScript
1705,Power BI
1705,SQL
1705,Excel Avançado
1705,Python
1706,AWS
1706,Java
1706,Node.js
1707,ITIL
1707,Active Directory
1707,Windows Server
1707,Redes
1708,Java
1708,Docker
1709,Active Directory
1709,Redes
1709,ITIL
1710,Active Directory
1710,ITIL
1710,Windows Server
1710,Redes
1711,Node.js
1711,Python
1711,Java
1712,TypeScript
1712,React
1712,JavaScript
1713,Java
1713,Docker
1714,Python
1714,Power BI
1715,Python
1715,Excel Avançado
1715,SQL
1716,Python
1716,Excel Avançado
1716,Power BI
1717,Node.js
1717,Docker
1717,PostgreSQL
1718,Python
1718,Power BI
1718,SQL
1718,Excel Avançado
1719,Excel Avançado
1719,SQL
1719,Power BI
1719,Python
1720,Redes
1720,Active Directory
1721,Node.js
1721,PostgreSQL
1721,Docker
1722,Excel Avançado
1722,Python
1723,CSS
1723,JavaScript
1723,React
1724,Docker
1724,Node.js
1724,Java
1725,CSS
1725,TypeScript
1726,PostgreSQL
1726,AWS
1726,Node.js
1727,PostgreSQL
1727,Java
1727,Docker
1728,Docker
1728,Node.js
1728,PostgreSQL
1728,Python
1729,AWS
1729,Docker
1730,SQL
1730,Excel Avançado
1730,Power BI
1730,Python
1731,JavaScript
1731,TypeScript
1732,Excel Avançado
1732,Power BI
1732,Python
1732,SQL
1733,Redes
1733,Active Directory
1733,Windows Server
1734,Java
1734,PostgreSQL
1735,PostgreSQL
1735,Java
1735,Docker
1735,Node.js
1736,Power BI
1736,Excel Avançado
1737,Python
1737,Node.js
1738,Node.js
1738,Docker
1738,Java
1738,AWS
1739,ITIL
1739,Active Directory
1739,Redes
1740,Excel Avançado
1740,Power BI
1740,SQL
1741,Java
1741,AWS
1742,Python
1742,PostgreSQL
1742,Java
1743,CSS
1743,JavaScript
1743,TypeScript
1744,AWS
1744,PostgreSQL
1745,AWS
1745,Java
1746,ITIL
1746,Windows Server
1746,Active Directory
1746,Redes
1747,Docker
1747,Java
1747,Python
1748,Windows Server
1748,Active Directory
1749,React
1749,JavaScript
1749,TypeScript
1749,CSS
1750,Python
1750,Power BI
1751,React
1751,JavaScript
1752,Python
1752,Docker
1752,Java
1752,Node.js
1753,Windows Server
1753,ITIL
1753,Redes
1754,AWS
1754,Python
1754,Docker
1754,PostgreSQL
1755,PostgreSQL
1755,Python
1756,SQL
1756,Power BI
1756,Excel Avançado
1756,Python
1757,Node.js
1757,Java
1757,Python
1758,Python
1758,Java
1758,Docker
1758,PostgreSQL
1759,JavaScript
1759,CSS
1759,TypeScript
1760,TypeScript
1760,CSS
1760,JavaScript
1761,Node.js
1761,AWS
1762,JavaScript
1762,TypeScript
1763,Power BI
1763,SQL
1763,Excel Avançado
1764,Active Directory
1764,ITIL
1764,Redes
1765,Excel Avançado
1765,SQL
1765,Power BI
1766,AWS
1766,Python
1767,Power BI
1767,Python
1767,Excel Avançado
1767,SQL
1768,Excel Avançado
1768,SQL
1768,Power BI
1768,Python
1769,CSS
1769,JavaScript
1769,React
1769,TypeScript
1770,Node.js
1770,AWS
1770,Java
1770,PostgreSQL
1771,CSS
1771,React
1771,TypeScript
1772,AWS
1772,Python
1773,Windows Server
1773,Redes
1773,Active Directory
1774,Windows Server
1774,Active Directory
1774,ITIL
1775,AWS
1775,Python
1775,PostgreSQL
1776,Excel Avançado
1776,Power BI
1776,SQL
1777,Excel Avançado
1777,SQL
1778,Active Directory
1778,Redes
1778,Windows Server
1778,ITIL
1779,Active Directory
1779,Redes
1779,ITIL
1779,Windows Server
1780,Windows Server
1780,ITIL
1781,Power BI
1781,Excel Avançado
1781,Python
1782,Windows Server
1782,Redes
1782,ITIL
1782,Active Directory
1783,AWS
1783,Docker
1783,Node.js
1783,Python
1784,Windows Server
1784,Redes
1784,Active Directory
1784,ITIL
1785,PostgreSQL
1785,Node.js
1786,Power BI
1786,SQL
1786,Python
1786,Excel Avançado
1787,CSS
1787,React
1787,JavaScript
1788,Windows Server
1788,Active Directory
1789,PostgreSQL
1789,Java
1790,ITIL
1790,Windows Server
1791,Excel Avançado
1791,Python
1791,SQL
1792,Windows Server
1792,Redes
1793,Java
1793,PostgreSQL
1793,AWS
1794,AWS
1794,Node.js
1795,JavaScript
1795,React
1795,TypeScript
1795,CSS
1796,Redes
1796,ITIL
1796,Windows Server
1797,Redes
1797,Active Directory
1797,Windows Server
1797,ITIL
1798,Docker
1798,Python
1798,Node.js
1799,Windows Server
1799,Active Directory
1800,Redes
1800,ITIL
1800,Active Directory
1801,CSS
1801,React
1802,Java
1802,Docker
1802,AWS
1802,PostgreSQL
1803,Active Directory
1803,Windows Server
1804,AWS
1804,Docker
1805,Node.js
1805,Docker
1805,Java
1805,PostgreSQL
1806,JavaScript
1806,CSS
1806,TypeScript
1806,React
1807,ITIL
1807,Redes
1807,Windows Server
1807,Active Directory
1808,Docker
1808,Node.js
1808,Python
1809,Docker
1809,PostgreSQL
1809,AWS
1809,Java
1810,JavaScript
1810,TypeScript
1811,PostgreSQL
1811,Docker
1812,Node.js
1812,Python
1812,PostgreSQL
1812,Java
1813,Redes
1813,ITIL
1813,Active Directory
1813,Windows Server
1814,TypeScript
1814,React
1814,JavaScript
1815,Windows Server
1815,ITIL
1815,Active Directory
1816,Excel Avançado
1816,SQL
1816,Power BI
1817,AWS
1817,Docker
1817,Node.js
1817,Python
1818,ITIL
1818,Redes
1818,Active Directory
1819,Active Directory
1819,Redes
1819,ITIL
1820,Java
1820,Docker
1820,Node.js
1821,PostgreSQL
1821,Python
1822,Power BI
1822,SQL
1823,Node.js
1823,Python
1823,Java
1824,Excel Avançado
1824,Power BI
1825,AWS
1825,Python
1826,Node.js
1826,Docker
1827,Redes
1827,Active Directory
1827,Windows Server
1827,ITIL
1828,Node.js
1828,PostgreSQL
1828,Python
1828,Java
1829,Redes
1829,Windows Server
1829,Active Directory
1829,ITIL
1830,Windows Server
1830,Active Directory
1830,Redes
1830,ITIL
1831,Node.js
1831,Java
1831,Python
1832,JavaScript
1832,TypeScript
1832,React
1833,Windows Server
1833,Redes
1834,Power BI
1834,SQL
1834,Python
1834,Excel Avançado
1835,Windows Server
1835,ITIL
1836,AWS
1836,Java
1836,Node.js
1837,SQL
1837,Python
1837,Power BI
1837,Excel Avançado
1838,SQL
1838,Python
1838,Excel Avançado
1839,Python
1839,SQL
1839,Excel Avançado
1839,Power BI
1840,Excel Avançado
1840,Power BI
1840,Python
1841,React
1841,JavaScript
1841,CSS
1841,TypeScript
1842,Excel Avançado
1842,Power BI
1843,AWS
1843,Node.js
1844,JavaScript
1844,TypeScript
1845,TypeScript
1845,React
1845,JavaScript
1846,TypeScript
1846,JavaScript
1846,CSS
1846,React
1847,Windows Server
1847,ITIL
1848,AWS
1848,Node.js
1849,PostgreSQL
1849,Java
1849,Docker
1850,Power BI
1850,SQL
1850,Excel Avançado
1850,Python
1851,CSS
1851,TypeScript
1851,React
1852,Active Directory
1852,Redes
1853,Active Directory
1853,Windows Server
1854,TypeScript
1854,JavaScript
1855,Node.js
1855,AWS
1856,PostgreSQL
1856,Docker
1856,Python
1857,Windows Server
1857,ITIL
1857,Active Directory
1858,Docker
1858,AWS
1858,Python
1859,Active Directory
1859,Windows Server
1859,ITIL
1860,React
1860,CSS
1861,Redes
1861,Windows Server
1861,ITIL
1861,Active Directory
1862,TypeScript
1862,CSS
1862,React
1862,JavaScript
1863,Python
1863,Excel Avançado
1864,JavaScript
1864,CSS
1864,TypeScript
1865,Java
1865,Python
1865,AWS
1865,Docker
1866,JavaScript
1866,CSS
1866,TypeScript
1867,React
1867,TypeScript
1867,JavaScript
1867,CSS
1868,Excel Avançado
1868,SQL
1868,Python
1868,Power BI
1869,SQL
1869,Excel Avançado
1870,JavaScript
1870,TypeScript
1871,Java
1871,Python
1872,SQL
1872,Excel Avançado
1872,Python
1872,Power BI
1873,PostgreSQL
1873,Node.js
1873,Python
1873,Docker
1874,TypeScript
1874,React
1875,PostgreSQL
1875,Java
1876,CSS
1876,React
1876,JavaScript
1876,TypeScript
1877,SQL
1877,Python
1878,Windows Server
1878,Active Directory
1878,Redes
1878,ITIL
1879,SQL
1879,Power BI
1880,Docker
1880,Java
1880,AWS
1880,Python
1881,Windows Server
1881,Redes
1881,ITIL
1881,Active Directory
1882,Windows Server
1882,Redes
1883,Docker
1883,Python
1883,Java
1884,Java
1884,PostgreSQL
1884,Python
1884,Docker
1885,SQL
1885,Excel Avançado
1885,Python
1886,Windows Server
1886,Active Directory
1886,ITIL
1886,Redes
1887,JavaScript
1887,TypeScript
1887,CSS
1887,React
1888,Redes
1888,ITIL
1888,Windows Server
1888,Active Directory
1889,Python
1889,SQL
1889,Excel Avançado
1890,Active Directory
1890,Windows Server
1891,Power BI
1891,SQL
1891,Python
1891,Excel Avançado
1892,SQL
1892,Excel Avançado
1893,JavaScript
1893,React
1894,Python
1894,Docker
1895,Java
1895,PostgreSQL
1896,AWS
1896,PostgreSQL
1896,Docker
1896,Java
1897,SQL
1897,Python
1898,Python
1898,Power BI
1898,Excel Avançado
1899,AWS
1899,Java
1899,Python
1899,Docker
1900,Power BI
1900,Excel Avançado
1900,SQL
1901,AWS
1901,PostgreSQL
1901,Java
1901,Docker
1902,Python
1902,SQL
1902,Power BI
1903,Active Directory
1903,Redes
1904,SQL
1904,Excel Avançado
1905,TypeScript
1905,React
1905,CSS
1906,Active Directory
1906,Redes
1907,Docker
1907,PostgreSQL
1908,Excel Avançado
1908,Python
1909,Python
1909,Node.js
1909,Docker
1909,Java
1910,AWS
1910,Node.js
1910,Python
1910,PostgreSQL
1911,Redes
1911,Windows Server
1911,ITIL
1911,Active Directory
1912,React
1912,JavaScript
1912,CSS
1913,JavaScript
